"ID","quality"
5464,5.30161044345888
5465,5.64662575603504
5466,5.6195744118128
5467,6.13899776561318
5468,5.51391719784641
5469,6.14043595195007
5470,6.09062797428237
5471,5.91216971449031
5472,5.95321684194603
5473,5.54502358847777
5474,5.78222695019787
5475,5.85115399869899
5476,5.56441140554468
5477,5.59602008594023
5478,5.28723916517382
5479,5.8272760509952
5480,5.54154172487378
5481,5.9510535264096
5482,5.56210723357418
5483,6.14179682201269
5484,5.6763460276078
5485,5.56997467699742
5486,5.38009195692203
5487,5.79817931636811
5488,5.80470043575114
5489,5.92368872494991
5490,5.86522406413908
5491,5.97297387684123
5492,5.72999285996269
5493,5.9120863739355
5494,5.74921488268236
5495,6.26439459501361
5496,5.94782938125825
5497,5.7263254418965
5498,5.46657686414774
5499,6.11419051099349
5500,5.75654103280207
5501,5.85705032104388
5502,5.73683279475078
5503,5.89420033807109
5504,5.36284698516142
5505,5.71419434578041
5506,5.78288630998793
5507,6.00348123403779
5508,5.96278726329806
5509,5.89965878432173
5510,6.07788822148182
5511,6.10060548561804
5512,5.65620390053952
5513,6.1305456203541
5514,5.93568985011546
5515,6.14699226117691
5516,5.91594839221872
5517,5.94615745958947
5518,5.94656362624699
5519,4.93237119242199
5520,5.89238833946465
5521,5.87873119914557
5522,5.82594863347146
5523,5.74688920016666
5524,5.64019733948734
5525,5.08725757290448
5526,6.04565157747716
5527,6.16518657891282
5528,5.65824092012171
5529,5.86957476188737
5530,6.05967742259922
5531,5.53557695469174
5532,5.97719681166366
5533,5.49473046712035
5534,5.82834030432985
5535,5.61240113152901
5536,5.42714752689901
5537,5.68304162227308
5538,5.8578210981268
5539,6.12912015431376
5540,5.73109597864073
5541,5.96325584619703
5542,6.17641605975865
5543,5.86928568617622
5544,6.1051666380337
5545,5.9048792104287
5546,5.54154172487378
5547,5.51312397819895
5548,5.92898726272273
5549,5.06056119120843
5550,6.07221690722603
5551,5.59808864852647
5552,6.05841920443782
5553,5.97279363930263
5554,5.80653617028279
5555,5.32206934449088
5556,5.42860766479823
5557,5.90394345900442
5558,5.96818480851973
5559,5.94095887354474
5560,5.88139069889699
5561,5.55057153436169
5562,5.39442050152504
5563,5.17333769053397
5564,6.0703395552984
5565,5.74964151111002
5566,4.98881465356764
5567,5.60582355178868
5568,5.66997559774967
5569,5.96481525538594
5570,6.08669647971101
5571,5.80798482702527
5572,5.92751322883751
5573,5.844336278885
5574,5.86859111281594
5575,6.00801983796536
5576,5.97391249106233
5577,5.87033053107594
5578,6.26850696883905
5579,6.23784393924391
5580,5.77401138870594
5581,5.89695760707774
5582,5.70137519179585
5583,5.9981058127313
5584,6.16857067694929
5585,5.81006722015647
5586,5.83284213450047
5587,5.557419774379
5588,5.86969013543346
5589,6.0149862835287
5590,5.69959265142424
5591,5.49900569358556
5592,5.24852597569578
5593,6.14174529124023
5594,5.59112491742527
5595,6.15213090614753
5596,5.94598413392509
5597,5.24205406578635
5598,5.98079233620459
5599,6.05262303161262
5600,6.04839096804428
5601,5.62144787100259
5602,5.88867466458055
5603,6.17085551939313
5604,5.89775384134447
5605,6.08114833277198
5606,5.91941689361813
5607,5.79760996656956
5608,5.98130096321526
5609,5.83733782245112
5610,5.90342700611193
5611,5.8248244769146
5612,5.90406989133689
5613,5.58573328058648
5614,5.62120356267477
5615,5.81121155129131
5616,6.0355106905324
5617,5.59552556998566
5618,5.61664200170026
5619,5.74129762209042
5620,5.95482602674183
5621,5.42415322180215
5622,5.73643137414495
5623,5.9406859850594
5624,5.36812519460342
5625,5.18057699958259
5626,6.13050320829747
5627,5.75292926409978
5628,5.80434538781746
5629,5.98111542071294
5630,5.67179272230033
5631,5.8637397255382
5632,6.05185892696309
5633,5.45836964558846
5634,5.6311041893012
5635,6.09936020176878
5636,5.58622529946565
5637,5.35829357920457
5638,5.90376589979177
5639,5.82397151280604
5640,5.84040820990096
5641,5.71589041366893
5642,5.7842938869487
5643,5.97534255776761
5644,5.64008330528822
5645,6.01689310479642
5646,5.80665282167643
5647,6.01424724388618
5648,6.19903941944444
5649,5.73610188071128
5650,6.0619164387604
5651,6.00367314367678
5652,6.01529206107065
5653,5.85107222174753
5654,6.30018364233077
5655,6.05381211521074
5656,5.76881526565075
5657,5.47231294154573
5658,5.94615571840069
5659,5.82271882191569
5660,5.88375307724882
5661,5.96061041903939
5662,5.84173760849846
5663,5.96449248072144
5664,5.74136872684368
5665,5.33567564402846
5666,5.67119357205526
5667,5.23364840149215
5668,5.30148269517905
5669,5.62363520609642
5670,5.86574136492285
5671,5.81206267867277
5672,6.03238589065395
5673,5.89438193008225
5674,5.89264356365828
5675,6.00611018027118
5676,6.22655194179772
5677,5.89565960371676
5678,5.77971746882519
5679,5.36149406595989
5680,6.10066085917693
5681,5.40223398091487
5682,6.0485545702769
5683,5.3051532802045
5684,5.81491799865349
5685,5.94522451908485
5686,5.92360811247029
5687,5.64765684210622
5688,5.97586958292174
5689,5.70137519179585
5690,5.89400972252299
5691,6.17619907926947
5692,5.93410617743736
5693,5.38539104816133
5694,5.85161619939424
5695,5.89670399158536
5696,5.55115064687571
5697,5.8667567377657
5698,5.61979687358938
5699,6.04546999346942
5700,6.05450242263499
5701,5.9883629179062
5702,5.95788314404785
5703,5.91578986313682
5704,5.74070498251555
5705,5.98681494170293
5706,5.45755227758106
5707,6.08775178627211
5708,5.70865129799722
5709,5.52675608668318
5710,6.05123444539582
5711,5.3862112660712
5712,6.18037178431175
5713,6.03357743907287
5714,5.89910710354526
5715,5.40940038985759
5716,5.77579737298569
5717,5.48692538153058
5718,5.78843640001091
5719,5.87731504679048
5720,6.11089919953022
5721,5.59373250587372
5722,5.65303581866497
5723,6.2176414342113
5724,5.80010900579587
5725,6.06363659464593
5726,6.18397211834567
5727,5.9271685447943
5728,5.45356793233719
5729,5.94335112752035
5730,5.97589771914983
5731,5.82795870081618
5732,5.97506339638594
5733,5.2748391021948
5734,5.76099066660502
5735,5.99737936347799
5736,6.17052811641126
5737,5.9165206244391
5738,4.99360963799233
5739,5.57823121139477
5740,5.89390807778847
5741,5.99130834191741
5742,5.32155749408771
5743,5.76186412442823
5744,5.32336896295213
5745,5.57823121139477
5746,6.01574938479163
5747,5.889383281094
5748,5.97891893124706
5749,5.62115831547914
5750,6.28977563745091
5751,5.99199787682613
5752,5.65720510806636
5753,5.77341072351122
5754,5.91104093392361
5755,5.50516710638895
5756,6.08864767654736
5757,5.67049058310858
5758,5.95455256084541
5759,5.86874984782661
5760,6.10754269421455
5761,5.89198342310371
5762,5.84021696821922
5763,5.99712352228894
5764,5.95446599849676
5765,5.92507311909762
5766,5.95323122740318
5767,5.90491720973346
5768,5.24134790293217
5769,5.87865405382143
5770,5.40456168602645
5771,5.97363889308817
5772,5.60830728961575
5773,5.89733654259243
5774,5.88247411909779
5775,5.94906342023484
5776,5.93209957263456
5777,5.56239618460676
5778,5.72116403892047
5779,5.96487299345003
5780,5.83046447921989
5781,5.1981517924099
5782,6.10065209764598
5783,6.05060816588078
5784,5.94447653384243
5785,6.0504995589749
5786,5.95623967096201
5787,5.80685513207642
5788,6.09531949916057
5789,5.74368731835495
