"ID","quality"
5464,6.39466666666667
5465,5.773
5466,5.1475
5467,6.12366666666667
5468,5.85616666666667
5469,5.845
5470,6.45633333333333
5471,6.376
5472,5.98133333333333
5473,6.099
5474,5.73766666666667
5475,6.72966666666667
5476,5.0635
5477,6.92066666666667
5478,5.95083333333333
5479,5.6115
5480,5.9605
5481,5.8255
5482,5.34133333333333
5483,6.44833333333333
5484,6
5485,5.55666666666667
5486,5.28366666666667
5487,5.1125
5488,5.38066666666667
5489,6.988
5490,5.67266666666667
5491,5.67533333333333
5492,5.87933333333333
5493,5.494
5494,6.97583333333333
5495,6.04833333333333
5496,5.74
5497,5.53633333333333
5498,5.27633333333333
5499,6.1165
5500,5.87416666666667
5501,6.1555
5502,5.73166666666667
5503,5.63066666666667
5504,6.04633333333333
5505,5.148
5506,5.371
5507,5.229
5508,6.50416666666667
5509,6.08
5510,6.2875
5511,6.398
5512,5.65216666666667
5513,6.44216666666667
5514,5.96
5515,5.8635
5516,5.92816666666667
5517,6.35183333333333
5518,7.00166666666667
5519,5.316
5520,5.86133333333333
5521,5.427
5522,5.12583333333333
5523,5.86733333333333
5524,5.19666666666667
5525,5.49633333333333
5526,6.1255
5527,6.91616666666667
5528,5.38633333333333
5529,6.9385
5530,5.79116666666667
5531,5.20466666666667
5532,6.71783333333333
5533,5.10566666666667
5534,5.7405
5535,6.8105
5536,5.31433333333333
5537,5.44033333333333
5538,5.74583333333333
5539,6.159
5540,5.81183333333333
5541,6.668
5542,6.6475
5543,5.37916666666667
5544,7.54833333333333
5545,5.72766666666667
5546,5.9605
5547,5.28333333333333
5548,5.86283333333333
5549,5.04266666666667
5550,6.00816666666667
5551,6.1265
5552,5.36866666666667
5553,6.73533333333333
5554,6.24116666666667
5555,5.64266666666667
5556,4.543
5557,5.82816666666666
5558,5.7325
5559,5.75683333333333
5560,6.072
5561,5.28716666666667
5562,5.08933333333333
5563,5.09716666666667
5564,5.8445
5565,5.27633333333333
5566,4.995
5567,6.763
5568,5.0315
5569,6.4
5570,6.173
5571,5.293
5572,6.64133333333334
5573,6.7335
5574,6.04166666666667
5575,5.0165
5576,6.02983333333333
5577,5.15966666666667
5578,5.5185
5579,5.49183333333333
5580,5.66533333333333
5581,5.12633333333333
5582,5.59533333333333
5583,6.64816666666667
5584,5.97266666666667
5585,5.12616666666667
5586,5.76066666666667
5587,5.224
5588,5.73233333333333
5589,6.18616666666667
5590,6.1595
5591,5.31633333333333
5592,5.064
5593,5.7535
5594,5.14333333333333
5595,5.96933333333333
5596,6.30783333333333
5597,4.95016666666667
5598,5.99883333333333
5599,5.61816666666667
5600,5.51816666666667
5601,5.0105
5602,5.10183333333333
5603,5.863
5604,6.15483333333333
5605,6.28916666666667
5606,5.80216666666667
5607,5.64033333333333
5608,6.2685
5609,5.299
5610,5.55783333333333
5611,5.43533333333333
5612,5.03383333333333
5613,5.97966666666667
5614,5.40816666666667
5615,5.4565
5616,5.64766666666667
5617,6.34866666666667
5618,6.63366666666667
5619,5.08783333333333
5620,5.77333333333333
5621,5.17816666666667
5622,6.80666666666667
5623,5.48333333333333
5624,5.39483333333333
5625,6.08766666666667
5626,5.99
5627,4.86733333333333
5628,6.04833333333333
5629,6.26666666666667
5630,6.8535
5631,6.98983333333333
5632,6.34916666666667
5633,5.47066666666667
5634,5.09466666666667
5635,6.33866666666667
5636,5.591
5637,5.17883333333333
5638,6.33533333333333
5639,5.704
5640,6.17783333333333
5641,5.38783333333333
5642,6.98933333333333
5643,5.15733333333333
5644,6.433
5645,5.69616666666667
5646,6.4575
5647,5.82433333333333
5648,5.8385
5649,6.70733333333333
5650,6.80483333333333
5651,5.65983333333333
5652,5.355
5653,6.01166666666667
5654,5.99266666666667
5655,6.00666666666667
5656,4.71933333333333
5657,5.75383333333333
5658,5.1405
5659,5.82966666666667
5660,5.682
5661,6.19466666666667
5662,6.68683333333333
5663,5.68816666666667
5664,5.342
5665,5.00533333333333
5666,5.3235
5667,5.55833333333333
5668,5.02833333333333
5669,6.3305
5670,4.96966666666667
5671,5.8875
5672,6.647
5673,6.92866666666667
5674,6.2535
5675,6.59516666666667
5676,6.05016666666667
5677,7.23116666666667
5678,6.90366666666667
5679,5.83116666666667
5680,6.38016666666667
5681,5.74783333333333
5682,6.02966666666667
5683,4.96333333333333
5684,5.72733333333333
5685,5.57
5686,5.22816666666667
5687,5.51966666666667
5688,4.87866666666667
5689,5.59533333333333
5690,6.35066666666667
5691,5.7085
5692,6.17083333333333
5693,5.46866666666667
5694,5.548
5695,7.0035
5696,6.20866666666667
5697,6.79616666666667
5698,5.98216666666667
5699,6.53433333333333
5700,6.23583333333333
5701,5.94466666666667
5702,5.11283333333333
5703,5.567
5704,5.451
5705,5.77816666666667
5706,5.607
5707,6.1745
5708,5.05416666666667
5709,5.65616666666667
5710,6.5005
5711,5.50483333333333
5712,5.91966666666667
5713,5.97216666666667
5714,5.39583333333333
5715,5.46516666666666
5716,6.8805
5717,6.41633333333333
5718,5.17066666666667
5719,5.44966666666667
5720,5.9545
5721,5.95866666666667
5722,6.26283333333333
5723,5.997
5724,5.14116666666667
5725,6.1775
5726,6.04016666666667
5727,5.96
5728,5.368
5729,6.28416666666667
5730,6.92483333333333
5731,6.84483333333333
5732,6.06516666666667
5733,5.13633333333333
5734,5.58666666666667
5735,5.73616666666667
5736,5.54133333333333
5737,5.19466666666667
5738,5.02983333333333
5739,5.4215
5740,5.40416666666667
5741,6.12083333333333
5742,5.84116666666667
5743,5.968
5744,5.017
5745,5.4215
5746,6.056
5747,6.0075
5748,6.23766666666667
5749,5.39683333333333
5750,6.303
5751,5.9315
5752,5.41366666666667
5753,5.06366666666667
5754,5.49033333333333
5755,5.0135
5756,5.82083333333333
5757,5.32983333333333
5758,6.0205
5759,5.9635
5760,6.14316666666667
5761,7.09916666666667
5762,6.95166666666667
5763,6.59416666666667
5764,5.40666666666667
5765,5.187
5766,5.89133333333333
5767,5.27933333333333
5768,5.03766666666667
5769,6.82066666666667
5770,5.148
5771,6.5855
5772,5.97033333333333
5773,5.586
5774,5.82183333333333
5775,5.86283333333333
5776,6.7145
5777,5.12616666666667
5778,5.70433333333333
5779,6.14733333333333
5780,6.11533333333333
5781,5.80316666666667
5782,6.55833333333333
5783,6.12433333333333
5784,5.9575
5785,5.708
5786,6.8595
5787,5.55466666666667
5788,5.72866666666667
5789,5.19816666666667
5790,5.986
5791,5.14433333333333
5792,5.31583333333333
5793,6.44616666666667
5794,6.5455
5795,5.10216666666667
5796,5.081
5797,5.93466666666667
5798,5.96416666666667
5799,6.00833333333333
5800,5.58783333333333
5801,6.794
5802,5.3355
5803,6.72883333333333
5804,5.96066666666667
5805,5.972
5806,5.61066666666667
5807,5.548
5808,6.248
5809,5.15433333333333
5810,6.08
5811,5.886
5812,5.73616666666667
5813,5.48833333333333
5814,5.51033333333333
5815,7.08516666666667
5816,5.3555
5817,6.10633333333333
5818,6.57916666666667
5819,6.4005
5820,6.9295
5821,6.05966666666667
5822,5.52983333333333
5823,5.63833333333333
5824,6.294
5825,6.15516666666667
5826,5.96766666666667
5827,7.14133333333333
5828,5.01166666666667
5829,6.85966666666666
5830,5.46466666666667
5831,5.25
5832,6.46166666666667
5833,5.64033333333333
5834,6.11116666666667
5835,5.91016666666667
5836,6.083
5837,6.19116666666667
5838,6.60716666666667
5839,5.84733333333333
5840,6.099
5841,5.86083333333333
5842,5.43033333333333
5843,6.29666666666667
5844,6.833
5845,6.41516666666667
5846,5.345
5847,6.20616666666667
5848,5.68083333333333
5849,6.24633333333333
5850,4.95166666666667
5851,5.613
5852,5.651
5853,5.05383333333333
5854,5.59383333333333
5855,5.81083333333333
5856,5.89116666666667
5857,5.71883333333333
5858,7.58033333333333
5859,5.4245
5860,5.6725
5861,5.30616666666667
5862,5.77733333333333
5863,5.00066666666667
5864,5.335
5865,7.15616666666667
5866,6.14116666666667
5867,5.97883333333333
5868,6.89366666666667
5869,5.24166666666667
5870,5.95416666666667
5871,5.381
5872,5.487
5873,6.178
5874,5.633
5875,6.59
5876,5.933
5877,6.25933333333333
5878,6.45433333333333
5879,5.31783333333333
5880,5.19
5881,5.96066666666667
5882,5.24016666666667
5883,5.84716666666667
5884,6.18716666666667
5885,6.46966666666667
5886,6.69816666666667
5887,6.02383333333333
5888,6.33916666666667
5889,5.9705
5890,6.273
5891,5.836
5892,6.605
5893,6.265
5894,6.43016666666667
5895,6.364
5896,5.42533333333333
5897,5.40816666666667
5898,6.7175
5899,5.69066666666667
5900,6.3105
5901,6.0255
5902,5.23516666666667
5903,5.2285
5904,5.628
5905,5.278
5906,5.90966666666667
5907,4.8695
5908,6.79166666666667
5909,6.45233333333334
5910,5.93766666666667
5911,6.12166666666667
5912,6.35933333333333
5913,5.23166666666667
5914,5.49833333333333
5915,6.2305
5916,5.78516666666667
5917,5.66016666666667
5918,5.9535
5919,5.52316666666667
5920,5.6545
5921,5.11166666666667
5922,5.11183333333333
5923,6.68383333333333
5924,6.87716666666667
5925,6.16416666666667
5926,6.28983333333333
5927,6.15383333333333
5928,6.114
5929,5.14083333333333
5930,6.09433333333333
5931,4.93666666666667
5932,5.17883333333333
5933,6.053
5934,5.99483333333333
5935,5.19783333333333
5936,5.88766666666667
5937,6.1
5938,5.70433333333333
5939,5.7235
5940,5.427
5941,6.38883333333333
5942,5.90733333333333
5943,6.42266666666667
5944,5.74733333333333
